ESTADO,MUNICIPIO,RAZÓN SOCIAL,DIRECCIÓN,COORDENADAS,,"HORARIO
",TELEFONO,PÁG WEB,"REDES
FB",CORREO,PET,PEAD,PP (ENVASE),PP (TAPAS),PP (CAPSULAS),PEBD (BOLSA TRANSPARENTE) ,BOPP (LAMINADA),ALUMINIO,HOJALATA,CARTON LAMINADO,VIDRIO
Durango,Gomez Palacio,Reciclaguna ,"Calle Mariano Urrea 1150, Sta Rosa, CP. 35040
Gómez Palacio, Dgo.",25.564198450187614,-103.48666252084938,,"871 715 2174
871 210 1626",,,rh@synergypet.com.mx,Si,,,,,,,Si,Si,,
Estado de México,Atlacomulco,Recuperadora de Metales ,"Vial Jorge Jiménez Cantú, El Calvario, CP. 50450
Atlacomulco, Méx.",19.791161418768382,-99.86835343939374,,"712 159 1451
712 174 0038",,,,Si,,,,,,, $	23.00 ,Si,,
Estado de México,Atlacomulco,Compra de pet La Mega,"Carretera Atlacomulco el Oro, Las Mercedes, CP. 50455
Atlacomulco, Méx.",19.78985939434544,-99.8920111594706,Lunes a viernes 09:00 am - 06:00 pm,,,,,Si,Si,,,,,,Si,Si,,
Estado de México,Atlacomulco,Compra de desperdicios Industriales,"Circuito Vial Jorge Jimenez Cantú, Col 4 Milpas CP. 50450
Atlacomulco, Méx.",19.792232438285293,-99.88576116538917,Lunes a viernes de 09:00 a 06:00 pm,,,,,Si,Si,,,,,,,,,
Estado de México,Atlacomulco,Compra y venta de Desperdicios Industriales- Vicper,"Toluca - Atlacomulco, San Martin, CP. 50450
Atlacomulco, Méx.",19.78779011198063,-99.8677290580504,,712 122 5558,,,,SI,Si,,,,,,Si,Si,,
Estado de México,Atlacomulco,Desperdicios Industriales Miranda,"Rafel Fabila #40. Col el Calvario CP. 50450
Atlacomulco, Méx",19.795592558078486,-99.86891733529559,,712 122 3803,,,,Si,Si,,,,,,Si,Si,,
Estado de México,Chalco,Compra y Venta de Desperdicios Industriales,"Av Aquiles Serdán, Emiliano Zapata, Valle de Chalco Solidaridad CP. 56608
Chalco, Méx.",19.28136852086388,-98.88833239409735,,,,,,Si,Si,,,,,,Si,Si,,Si
Estado de México,Chalco,Recicladora Polvorin,"Xochiquetzal 36 esquina con Mexicas, Culturas de Mexico, CP. 56607
Chalco, Méx.",19.265560351898642,-98.90256300467537,"Lunes a viernes 10:00 am - 07:00 pm
Sabado 09:00 am - 05:00 pm",,,,,Si,Si,,,,,,Si,,,
Estado de México,Chalco,Recicladora Xochiquetzal,"Xochiquetzal esquina Toltecas, Culturas de Mexico, CP. 56607
Chalco, Méx.",19.265973901455812,-98.90200138975347,"Lunes a viernes 10:00 am - 07:00 pm
Sabado 09:00 - 01:00 pm",,,,,Si,Si,,,,,,Si,,,
Estado de México,Chalco,Desperdicio Industrial el Chino,"Avenida Cuauhtémoc, Calle Nte. 5 esquina, Maria Isabel, CP. 56615
Chalco, Méx.",19.290453,-98.950326,,,,,,Si,Si,,,,,,Si,Si,,
Estado de México,Chalco,Compra y venta de Reciclados Cuautémoc,"Av Cuauhtémoc, Niños Heroes, CP. 56610
Chalco, Méx.",19.27983048514084,-98.95217587394679,,,,,,Si,Si,,,,,, $	15.00 ,,,
Estado de México,Chalco,Reciclajes Enriquez Recuperaciones Industriales,"Diagonal Agricultura núm 13. Col San Juan Tlapizahuac CP. 56618
Chalco, Méx.",19.32439030038399,-98.95224072120772,,"56 1178 6389
55 9164 8886",http://chatarraydesperdicio.com/,,reciclajeselectronicos@hotmail.com,Si,,,,,,,Si,Si,,
Estado de México,Chalco,Recicla y Recibe,"Lago de Catemaco, CP. 56644 San Martín Cuautlalpan
Chalco, Méx.
",19.277390331767585,-98.84694054352912,"Lunes a viernes 09:00 - 06:00 pm
Sabado 09:00 a 01:00 pm",5565812081,https://secotsol.com.mx/?fbclid=IwAR1dxda3X2jf3WG5C_PllyCPqPkwWVY1EIj2fzfmjEUsSnaBsPMQ4mvp9Zk,Secotsol,,Canje,Canje,,,,,,Canje,Canje,Canje,Canje
Estado de México,Chalco,Compra y Venta de desperdicio Industrial - Conagruma,"Av Hermenegildo Galeana, Santa Cruz, CP. 56617
Chalco, Méx.",19.29457503555114,-98.93212995234673,,,,,,Si,Si,,,,,,Si,Si,,
Estado de México,Chalco,Desperdicio Industrial del Mazo,"Av. del Mazo 100, Santa Cruz, CP. 56617 
Chalco, Méx.",19.28799331640014,-98.9409011225877,,,,,,Si,,,,,,,Si,Si,,
Estado de México,Chalco,Compra y venta de material reciclable Istmo,"Leona Vicario MZ1215 LT16 Esq. Oriente 2, Independencia, CP. 56617
Chalco, Méx.",19.29757344613211,-98.93781367219214,"Lunes a viernes 09:00 am - 06:00 pm
Sabado 09:00 a 01:00 pm",,,,,Si,Si,,,,,,Si,Si,,
Estado de México,Chicoloapan,Alcamare S.A de C.V,"Carretera México Texcoco S/N km26.5, Francisco Villa, CP. 56390
Chicoloapan, Méx.",19.395678019594417,-98.93219133894337,"Lunes a viernes  08:00 am -  06:00 pm
Sabado  09:00 am - 03:00 pm","55 7310 7734
412 690 2263 ",https://www.alcamare.com/,Alcamare Recycled Poymers,"ventas@alcamare.com
ventas2@alcamare.com",SI, $	6.20 ,,,,,,sI,Si,Si,
Estado de México,Chicoloapan,Centro de Reciclaje Texcoco,"Kilómetro 26.5, Carretera federal Los Reyes, Texcoco S/N, Col. Francisco Villa CP. 56390
Chicoloapan, Méx.",19.395317120896596,-98.9323569271111,,,,,,SI,SI,,,,,,,,,
Estado de México,Chimalhuacán,Compra y venta de desperdicios Industriales,"Av Patos Mz 374 Lt 38, Herreros, CP. 56334
Chimalhuacán, Méx.",19.43539678376132,-98.9468263065548,Lunes a viernes 09:00 am - 06:00 pm,55 5852 6848,,,,Si,,,,,,,Si,,,
Estado de México,Chimalhuacán,Compra y Venta de Desperdicio Industrial Lupita ,"Av. Organización Popular, Herreros CP. 56334
Chimalhuacán, Méx.",19.43409972368705,-98.94186111897191,Lunes a viernes 09:00 am - 05:00 pm,,,,,Si,,,,,,,Si,Si,,
Estado de México,Chimalhuacán,Compra y venta de Mayoreo PET Menudeo ,"Av. del Peñon LT100, Xochiaca, CP. 56350
Chimalhuacán, Méx.",19.417306946195193,-98.97667248992116,,,,,,Si,,,,,,,,,,
Estado de México,Coacalco de Berriozábal,Compra y Venta de Desperdicios Industriales ,"Cto. San Pablo 21, El Chaparral, San Francisco Coacalco CP. 55717
Coacalco de Berriozábal, Méx.",19.646951809646687,-99.1135509547714,"Lunes a viernes 09:00 am - 06:00 pm
Sabado 09:00 am - 01:00 pm",,,,,Si,,,,,,,Si,Si,,
Estado de México,Coacalco de Berriozábal,Desperdicio Industrial Barrales,"Mexiquense, Ex Hda Sn Felipe, San Francisco Coacalco, CP. 55717
Coacalco de Berriozábal, Méx.",19.642225302100286,-99.11541734454737,"Lunes a viernes 10:00 am - 06:00 pm
Sabado 10:00 am - 01:00 pm",,,,,Si,,,,,,,Si,Si,,
Estado de México,Coacalco de Berriozábal,Material para reciclar,"Boulevard de las Rosas Mz. 80 Lt. 29, Villa de las Flores, San Francisco Coacalco, CP. 55710
Coacalco de Berriozábal, Méx.",19.65580299631013,-99.09057480040069,"Lunes a viernes 09:00 am - 05:30 pm
Sabado 09:00 am - 01:00 pm",555 992 2914,,,,Si,,,,,,,Si,Si,,
Estado de México,Cuautitlán Izcalli,Desperdicios Industriales Metales Pet,"Camino a Las Minas, Loma de Los Ángeles, CP. 54720
Cuautitlán Izcalli, Méx.",19.671030669527063,-99.23931068570887,,,,,,Si,,,,,,,Si,Si,,
Estado de México,Cuautitlán Izcalli,Desperdicios Industriales mm,"Av. Hidalgo Mz 313 Lt 28, Luis Echeverria, CP. 54753
Cuautitlán Izcalli, Méx.",19.618239586780632,-99.19893185617927,,,,,,Si,,,,,,,SI,SI,,
Estado de México,Cuautitlán Izcalli,Recicladora Izcalli,"Av Hidalgo y Av. Del canal Col. San Martin Tepetlixpan,
Cuautitlan Izcalli, Méx. ",19.617398021414846,-99.19490364110911,"Lunes a viernes  de 08:00 am - 06:00 pm
Sabado  09:00 am - 03:00 pm",55 1041 7418,,Recicladora Izcalli,,Si,Si,,,,,,Si,Si,,
Estado de México,Ecatepec de Morelos,Petstar Ecatepec,"Calle Benito Juárez 650, Almarcigo Sur, CP. 55310
Ecatepec de Morelos, Méx.",19.533717655718164,-99.07931317590374,"Lunes a viernes  de 08:00 a 06:00 pm
Sabados  09:00 - 03:00 pm",55 5569 5448,,,,Si,,,,,,,,,,
Estado de México,Ecatepec de Morelos,Cuida tu mundo,"Pochtecas Mz 251 Lt 29, Cd Azteca 2da Secc, CP. 55120
Ecatepec de Morelos, Méx.",19.53963868342371,-99.01527478200657,Lunes a viernes  de 08:00 a 06:00 pm,55 3755 8884,,,,Si,,,,,,,,,,
Estado de México,Ecatepec de Morelos,Compra venta de Chatarra,"Entre Calle Moctezuma y Calle Ochpaniztli, Cto. Cuauhtémoc, Cd Cuauhtemoc, CP. 55067
Ecatepec de Morelos, Méx.",19.64621403870191,-99.00050525710935,,,,,,Si,,,,,,,Si,Si,Si,
Estado de México,Ecatepec de Morelos,Recopack,"Calle esquina av, Av. Luis Donaldo Colosio Murrieta, Potrero del Rey, CP. 55029
Ecatepec de Morelos, Méx.",19.641954178348527,-99.05882898331423,,,,,,Si,,,,,,,,,,
Estado de México,Ecatepec de Morelos,Compra de chatarra,"Av Sta Teresa Manzana 31 Lote 10, San Agustin 1ra Secc, CP. 55130
Ecatepec de Morelos, Méx.",19.526090634143948,-99.04564769359902,,,,,,Si,,,,,,,Si,Si,,
Estado de México,Ecatepec de Morelos,Alcamare S.A de C.V,"Texcoco, San Cristóbal, CP. 55024
Ecatepec de Morelos, Méx.",19.614064541405586,-99.04272798056276,"Lunes a viernes de 08:00 am - 06:00 pm
Sabado  08:00 am - 02:00 pm",412 690 2263 ,https://www.alcamare.com/,Alcamare Recycled Poymers,"ventas@alcamare.com
ventas2@alcamare.com",SI, $	6.20 ,,,,,,sI,Si,,
Estado de México,El Oro,Reciclables Sánchez,"Libramiento, CP. 50600
El Oro, Méx.",19.80915396784456,-100.12827491246593,,,,,,Si,Si,,,,,,Si,Si,,
Estado de México,Huixquilucan,Compra y venta de desperdicio Industrial ,"Monte Urales Mz. 69 Lt. 1, Col. Canteras
Huixquilucan, Méx. ",19.427830655842737,-99.26480669242073,,55 1485 1768,,Compra De Desperdicio De Vidrio,,Si,Si,,,,,,Si,Si,,
Estado de México,Huixquilucan,Recsasi Recolectora y servicios Ambientales San Isidro S.A DE C.V,"Ave. Palo Solo Mz. 8 Lote 2 Col. Palo Solo C.P. 52778
Huixquilucan, Méx. ",19.412588281328247,-99.27076819874742,,55 5291 6917,recsasi.com,,recolectorasanisidro@gmail.com,Si,Si,,,,,,Si,Si,,
Estado de México,Huixquilucan,Compra y venta de chatarra Flores,"Calle Sauces 56-130, CP. 52766 Zacamulpa
Huixquilucan, Méx.",19.35223242472771,-99.33216967774071,,722 875 1592,,,,Si,Si,,,,,,Si,,,
Estado de México,Ixtapaluca,Centro de Acopio ecológico,"Av. Cuauhtémoc, Hornos de Santa Barbara, CP. 56570
Ixtapaluca, Méx.",19.31109368871613,-98.90648426993991,,55 2682 8355,,,,Si,Si,,,,,,Si,,,Si
Estado de México,Ixtapaluca,Compra venta de desperdicios industriales,"Tercer Carril de los Hornos 7 Loc.1, Hornos de Santa Barbara, CP. 56570
Ixtapaluca, Méx.",19.316357331225003,-98.90699646168586,,,,,,Si,,,,,,,Si,,,
Estado de México,Jilotepec,Recsasi Recolectora y Servicios Ambientales San Isidro S.A DE C.V,"MEX 11 4568, Ojo de Agua, Méx
Jilotepec, Méx.",19.969546,-99.463143,,55 5291 6917,recsasi.com,,recolectorasanisidro@gmail.com,Si,Si,,,,,,Si,Si,,
Estado de México,La Paz ,Reciclemos Juntos Ecomundo,"Calle camino al cerrito, Manzana 3 Lote 2, Lomas de San Sebastián, Los Reyes Acaquilpan CP. 56512 
La Paz, Méx.",19.374069564434272,-98.9255949463084,Lunes a Viernes 09:00 am - 06:30 pm,55 2495 7404,,,,Si,,,,,,,Si,Si,,
Estado de México,La Paz ,Desperdicios Industriales Sparta,"Calle de las Flores 21, Los Reyes CP. 56400 Los Reyes Acaquilpan
La Paz, Méx.",19.35613575303,-98.98152566420372,,55 6499 4704,,,,Si,,,,,,,Si,Si,,
Estado de México,La Paz ,Comercializadora de metales,"La Cruz, Los Reyes Acaquilpan, CP. 56509
La Paz, Méx.",,,,,,,,Si,Si,,,,,,SI,Si,,
Estado de México,La Paz ,El guri /El Güero Ponce,"Tenancingo y Calle 17 Valle de los Reyes, CP. 56430 Los Reyes Acaquilpan
La Paz, Méx.",19.365327532791266,-98.97189829545513,Lunes a Viernes 08:00 am - 05:00 pm,55 6582 0847,,,, $	6.00 ,Si,,,,Si,,Si, $	2.00 ,,
Estado de México,Lerma ,Arpema Plasticos S.A. de C.V.,"Rafael Navas Garcia No. 5, Lote 7 Col. La Bomba
Lerma, Méx. ",,,,722 286 9600,,,cmartinez@arpema.com.mx,Pet post Industrial,,,,,,,,,,
Estado de México,Metepec,La Hormiga,"Mariano Matamoros 197, San Mateo, CP. 52140
Metepec, Méx.",19.256786018235402,-99.60746100872944,,,,,,Si,,,,,,,Si,Si,,
Estado de México,Metepec,Metales San Mateo,"Pedro Ascencio 313 Esq., Calle Benito Juárez, San Mateo, CP. 52140
Metepec, Méx.",19.255052882497527,-99.61219692034216,Lunes a viernes de 08:30 am - 06:00 pm,722 513 1482,,,,Si,,,,,,,Si,Si,,
Estado de México,Naucalpan de Juárez,Desperdicios Industriales / Los papis,"Calz. Los Arcos 14, Adolfo Lopez Mateos, CP. 53000
Naucalpan de Juárez, Méx.",19.472735413356055,-99.23887920488283,Lunes a viernes de 8:30 am -  07:00 pm ,,,,, $	3.50 ,,,,,,, $	17.00 ,Si,,
Estado de México,Naucalpan de Juárez,Compra y venta de desperdicios industriales ,"Av. Gustavo Baz Prada 33, Naucalpan Centro CP. 53000
Naucalpan de Juárez, Méx.",19.4772116499358,-99.23268484216845,,"55 3868 8067
55 2820 1789",,,,Si,,,,,,,Si,Si,,
Estado de México,Naucalpan de Juárez,"Desperdicios Industriales
","Avenida Gustavo Baz 33 San Bartolo Naucalpan , Sobre Gustavo Baz, 20 de Noviembre 4 CP. 53000
Naucalpan de Juárez, Méx. ",19.47739233518043,-99.23261003249189,"Lunes a viernes 09:30 am - 06:00 pm
Sabado 09:30 am - 03:00 pm","7042 7198 
3868 8067 
 55 6038 1203",desperdicios-industriales6.webnode.mx,,compradesperdicios@gmail.com,SI,SI,,,,,, $	20.00 ,SI,,
Estado de México,Naucalpan de Juárez,Industria Vidriera Naucalpán S.A DE C.V,"Av. Naucalpan #180 B Col La Cañada
Naucalpan de Juárez, Méx.",19.449391313431242,-99.24167552199057,,"55 359 5822
55 5358 0096",,,,Si,,,,,,,,,,Si
Estado de México,Naucalpan de Juárez,Recuperadora de Metales ,"Francisco Sarabia 15, Sta Maria Nativitas, CP. 53020
Naucalpan de Juárez, Méx.",19.48252594142035,-99.23186302213287,,55 8367 8562,,,,SI,SI,,,,,, $	20.00 ,SI,,
Estado de México,Naucalpan de Juárez,Compra y venta de Desperdicios Industriales ,"Av San Francisco Cuautlalpan, San Francisco Cuautlalpan, CP. 53569
Naucalpan de Juárez, Méx.",19.463973366930578,-99.21824688200454,,,,,,Si,Si,,,,,,Si,Si,,
Estado de México,Nezahualcóyotl,Compra y venta de desperdicio industrial ,"Entre Cama de Piedra y Av Chimalhuacán, Av. Sor Juana Inés de La Cruz, Benito Juárez, CP. 57000
Nezahualcóyotl, Méx.",19.404353003058077,-99.01565087823806,,,,,,Si,,,,,,,Si,Si,,
Estado de México,Nezahualcóyotl,Recicladora Vazquez,"Calle Ocho 186, Esperanza, CP. 57800
Nezahualcóyotl, Méx.",19.39004386993909,-98.98651933608309,,55 8776 9769,,,,Si,Si,,,,,, $	15.00 ,,,
Estado de México,Nezahualcóyotl,Desperdicios Industriales Cerezos,"Norte 1 y, Calle Cerezos 70, La Perla, CP. 57820
Nezahualcóyotl, Méx.",19.38516000321195,-98.99425593203996,Lunes a Viernes 10:00 am - 07:00 pm,55 8731 7344,,,,Si,Si,,,,,,Si,Si,,
Estado de México,Nezahualcóyotl,Reciclajes Neza,"Av. John f. Kennedy  aguilas ampliacion av. Texcoco # 6
Nezahualcoyotl, Méx.",,,,55 8590 4237,,,reciclajesneza@hotmail.com,Molido,Si,,,,,,,,,
Estado de México,Nicolás Romero,Recicladora de PET,"Carretera San Pedro Progreso, Zaragoza, CP. 54457
Nicolás Romero, Méx.",19.62470125518089,-99.32608054982832,"Lunes a viernes  de 07:00 am a 07:00 pm
Sabados  07:00 am - 03:00 pm",,,,,Si,,,,,,,,,,
Estado de México,Ocoyoacac,Vitaplastik Reciclyng,"Mexico - Toluca, Ortiz Rubio CP. 52760
Ocoyoacac, Méx.",19.288337678448354,-99.44238278222251,Lunes a Viernes de 09:00 a 06:00,728 285 7396,,,,Si,Si,,,,,,,,,
Estado de México,Coacalco de Berriozábal,Eco Reciclaje,"Mza. 7 Lote único Bosques del valle, San Francisco Coacalco, CP. 55712
Coacalco de Berriozábal, Méx.",19.644198821395264,-99.11462028974202,"Lunes a viernes 09:30 am - 06:00 pm
Sabado 09:30 am - 03:00 pm",553 352 7185,,,,Si,,,,,,,Si,Si,,
Estado de México,San Mateo Atenco,Grupo Reciclador Yavik S.A de C.V,"Rancho Don Pepe 232, Reforma, CP. 52106
San Mateo Atenco, Méx.",19.314249288651713,-99.5534083829656,"Lunes a viernes 08:30 am a 06:00 pm
Sabado  08:30 am - 02:00 pm",722 245 3908,,,mauricio.gtz@me.com,Si,Si,,,,,,sI,Si,,
Estado de México,San Mateo Atenco,Compra y venta de Desperdicio Industrial Doris,"Calle Reforma, Delegación Santa María Totoltepec, CP. 52100
San Mateo Atenco, Méx.",19.292556492432382,-99.56443575181099,,722 605 0956,,,,Si,,,,,,,Si,Si,,
Estado de México,Toluca,Servicio Ecológico de Limpieza (SEL),"Calle Jose Maria Morelos No. 300 San Nicolás Tolentino
Toluca, Méx. ",19.35230579835318,-99.58035943169416,,"722 132 7030
722 171 4567",,,seljjortega@hotmail.com,SI,,,,,,,,,,
Estado de México,Tianguistenco,Compra y Venta Chatarra,"Blvd. Prof. Carlos Hank Gonzalez, Magisterial, CP. 52600
Tianguistenco, Méx.",19.17895596673577,-99.47708135204805,,,,,,Si,,,,,,, $	23.00 ,Si,,
Estado de México,Tecámac,Compra de Chatarra,"Calle Galeana, San Pedro Atzompa, CP. 55770 Ojo de Agua
Tecámac, Méx",19.683172511550932,-99.01860173947699,,56 1626 0741,,,,Si,,,,,,,Si,Si,,
Estado de México,Tecámac,Compra de material reciclable El Gallito,"Coral # 2, La Esmeralda, Ojo de Agua  CP. 55765
Tecámac, Méx",19.65716074422237,-99.00396894225115,,,,,,Si,,,,,,,Si,Si,,
Estado de México,Tecámac,"Tecnología de Reciclaje, S.A. de C.V.","Av. Bosques de Chapultepec No. 32 Fraccionamiento Bosques de Tecámac de Felipe Villanueva
 Tecámac, Méx.",,,Lunes a viernes 07:30 - 06:00 pm,58 36 72 60 EXT 216,,,,$6 0 $7.20,,,,,,,,,,
Estado de México,Tenango del Valle,"Desperdicios Industriales Bautista, S.A. de C.V. (Dibasa)","Lindavista sn, Col. la Joya
Tenango del Valle,  Méx.  ",19.095450399085628,-99.58752380994534,,"717 144 0157
472 217 5566",,,dibasacv@prodigy.net.mx,Si,Si,Si,,,,,,,,
Estado de México,Texcoco,Bodegas Alava S.A. de C.V.,"Kilometro 26.5, carretera fed. Los Reyes, Texcoco sn, Col. Francisco Villa
Texcoco, Méx",,,,10 57 02 73,,,i.naki@hotmail.com,Si,Si,,,,,,,,,
Estado de México,Timilpan,Desperdicios Industriales Chorrey,"Méx 11
Timilpan, Méx.",19.871847514974853,-99.69444307349083,,588 996 6781,,,,SI,,,,,,,Si,Si,,
Hidalgo,Tizayuca,Recicla y Recibe,"Carr. Federal Pachuca - Mexico Km. 53, El Pedregal, CP. 43816
Tizayuca, Hgo.",19.85391235061324,-98.97335699380774,"Lunes a viernes 09:00 - 06:00 pm
Sabado 09:00 a 01:00 pm",5565812081,,,,Canje,Canje,,,,,,Canje,Canje,Canje,Canje
Estado de México,Tlalnepantla de Baz,Compra venta de desperdicios Industriales,"Prolongacion Av. Hidalgo 216, La Blanca, CP. 54110
Tlalnepantla de Baz, Méx.",19.567243606053008,-99.19404308676184,"Lunes a viernes 09:00 am - 06:00 pm
sabado 09:00 am - 03:00 pm",,,,,Si,,,,,,,,,,
Estado de México,Tlalnepantla de Baz,Compra y venta de desperdicios industriales,"Av. Río de los Remedios num 14, Lomas de San Juan, CP. 55714
Tlalnepantla de Baz, Méx.",19.520427182689463,-99.11228115299016,"Lunes a viernes 09:00 am - 06:30 pm
Sabado 09:00 - 01:00 pm",55 3908 6153,,,,Si,,,,,,,Si,Si,,
Estado de México,Tlalnepantla de Baz,Compra y venta de Chatarra,"Av. San Isidro, San Isidro Ixhuatepec, CP. 54197
Tlalnepantla de Baz, Méx.",19.534003800980976,-99.10184135765947,,55 1844 1474,,,,Si,,,,,,,Si,Si,,
Estado de México,Toluca,Centro de Acopio Toluca (Camellon),"Calle Valladolid, Independencia, CP. 50070
Toluca, Méx.",19.299166,-99.632538,,,,,,Si,Si,,,,Si,Si,Si,Si,Si,Si
Estado de México,Toluca,Centro de reciclaje Las Torres,"Blvd. Solidaridad las Torres 1311, La Magdalena, CP. 50190
Toluca, Méx.",19.2703765093891,-99.63993197646471,,722 217 3842 ,,,,Si,Si,,,,,,Si,Si,,
Estado de México,Toluca,Comercializadora Inresa S.A. de C.V.,"Jose Ma. Marroquí # 129, Barrio la Magdalena
Toluca, Méx.",19.330907043286132,-99.61124070616238,,722 171 4849,,,mondragonserafin@gmail.com,SI,SI,,,,SI,,SI,SI,,
Estado de México,Toluca,Centro de Acopio Toluca (Super Kompras),"Bulevar José María Pino Suárez #1909-Sur, La Magdalena, CP. 50190
Toluca, Méx.",19.268217664021112,-99.63841798429239,Lunes a Viernes 09:00 am - 06:00 pm,,https://www2.toluca.gob.mx/centacopio/,,,Si,Si,,,,Si,Si,Si,Si,Si,Si
Estado de México,Toluca,Petstar Acopio- Valorización ,"Sadot Fabila 161, La Magdalena Otzacatipan, CP. 50030
Toluca, Méx.",19.315936031637506,-99.63959307005045,,722 236 5053,petstar.mx,,,Si,,,,,,,,,,
Estado de México,Toluca,Centro de Acopio Toluca (La Mora),"La Mora, Circuito Adolfo López Mateos esq. Adolfo López Mateos, Col. La Mora
Toluca, Méx.",19.303333,-99.646722,Lunes a Viernes 09:00 am - 06:00 pm,,https://www2.toluca.gob.mx/centacopio/,,,Si,Si,,,,Si,Si,Si,Si,Si,Si
Estado de México,Toluca,Centro de Acopio Toluca (Alameda Central),"Ezequiel Ordóñez 101-110, Barrio de la Merced, CP. 50080
Toluca, Méx.",19.290952,-99.661932,Lunes a Viernes 09:00 am - 06:00 pm,,https://www2.toluca.gob.mx/centacopio/,,,Si,Si,,,,Si,Si,Si,Si,Si,Si
Estado de México,Toluca,Centro de Acopio Toluca (Mercado Morelos),"Mercado Morelos, Elena Cárdenas, Morelos Primera Secc, CP. 50120
Toluca, Méx.",19.280935517982062,-99.66821153435907,,,,,,Si,Si,,,,Si,Si,Si,Si,Si,Si
Estado de México,Toluca,Centro de Acopio Toluca (Parque Matlazincas),"Horacio Zúñiga, Residencial Colón y Col Ciprés, Morelos CP. 50130
Toluca, Méx.",19.281333,-99.662361,Lunes a Viernes 09:00 am - 06:00 pm,,https://www2.toluca.gob.mx/centacopio/,,,Si,Si,,,,Si,Si,Si,Si,Si,Si
Estado de México,Lerma,Plasticycling,"Parque Industrial, Circuito de la Industria Oriente L16 M1, CP. 52004
Lerma, Méx.",19.30245775262976,-99.52570852104297,,55 6707 0514,,,jlg1856@yahoo.com,Molido ,,,,,,,,,,
Estado de México,Toluca,Centro de Reciclaje Chavez,"Prof.ª María del Refugio Alejandro Tarrello, Delegación San Buenaventura, CP. 50110
Toluca, Méx.",19.272609422107973,-99.68554206833822,Lunes a viernes 08:30 am - 06:30 pm ,,,,,Si,,,,,,,Si,Si,,
Estado de México,Toluca,Centro de Acopio Toluca,"Paseo de Las Palmas 5B esq. Hda. Axapusco, Conjunto Habitacional,
Sauces V, San José Guadalupe CP. 50200
Tol, Méx
",19.366587,-99.587082,,,,,,Si,Si,,,,Si,Si,Si,Si,Si,Si
Estado de México,Toluca,Compra Venta de Chatarra Don Toño,"López Portillo Km. 1.5, Delegación San Lorenzo Tepaltitlán I, Delegación San Lorenzo Tepaltitlán, CP. 50010
Toluca, Méx.",19.320275205017854,-99.62624249501361,Lunes a Viernes 08:00 am -  06:00 pm,,,,,Si,,,,,,,Si,Si,,
Estado de México,Toluca,Centro de Acopio Toluca (Soriana Plaza Toluca),"Adolfo López Mateos, Delegación San Mateo Oxtotitlán, CP. 50100
Toluca, Méx.",19.288222,-99.689417,,,,,,Si,Si,,,,Si,Si,Si,Si,Si,Si
Estado de México,Toluca,"Insumos Reciclables, S.A de C.V","Calle José María Marroquí 129, San Mateo Oztacatipan, 
Toluca, Méx.",19.331004113292533,-99.61160039842531,,722 210 0589,,,,SI,Si,,,,,,Si,Si,,
Estado de México,Toluca,Recsasi Recolectora y servicios Ambientales San Isidro S.A DE C.V,"Boulevard Aeropuerto 212 San Nicolas Tolentino Otzacatipan, CP. 50200
Toluca, Méx.",19.341486541091232,-99.58278475491922,,722 210 0053,recsasi.com,,recolectorasanisidro@gmail.com,Si,Si,,,,,,Si,Si,,
Estado de México,Toluca,Comercializadora y Recicladora RB S.A de C.V,"Carretera Federal Toluca Naucalpan 5321, Col. San Nicolas Tolentino CP. 50200
Toluca, Edo Méx",19.364247405637936,-99.57242128149512,,55 3542 6128,,,,Si,,,,,,,,Si,,
Estado de México,Toluca,Centro de Acopio Toluca (La Galia),"Rosas 162, San Pedro Totoltepec, CP. 50201
Toluca, Méx.",19.312389,-99.564722,,,,,,Si,Si,,,,Si,Si,Si,Si,Si,Si
Estado de México,Toluca,Alcamare S.A de C.V,"Av. Isidro Fabela 375, CP. 50030 Delegación Santa Cruz Atzcapotzaltongo
Toluca, Méx.",19.331743487077116,-99.66425313493923,"Lunes a viernes 08:30 am - 06:00 pm
Sabado  08:30 am - 02:00 pm",,https://www.alcamare.com/,"Alcamare Recycled Poymers 
","ventas@alcamare.com
ventas2@alcamare.com",Si, $	6.20 ,,,,,,Si,Si,Si,
Estado de México,Toluca,Compra y venta de desperdicios industriales el Kilito,"Sta Cruz Otzacatipan, CP. 50200 Santa Cruz Otzacatipan
Toluca, Méx.",19.338047219853596,-99.60485271160313,Lunes a viernes 08:30 am - 06:00 pm,722 173 3947,,El Kilito,,Si,,,,,,,Si,Si,,A partir de tonelada
