ESTADO,MUNICIPIO,RAZÓN SOCIAL,DIRECCIÓN,MAPA,COORDENADAS,,"HORARIO
",TELEFONO,PÁG WEB,"REDES
FB",CORREO,PET,PEAD,PP (ENVASE),PP (TAPAS),PP (CAPSULAS),PEBD (BOLSA TRANSPARENTE) ,BOPP (LAMINADA),ALUMINIO,HOJALATA,CARTON LAMINADO,CARTÓN,VIDRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Av. Coyoacán 1512, Col del Valle Sur, Benito Juárez, 03100 Ciudad de México, CDMX","https://www.google.com/maps/place/Deposito+de+pilas/@19.3689381,-99.1716071,92m/data=!3m1!1e3!4m13!1m7!3m6!1s0x0:0x0!2zMTnCsDIyJzA5LjAiTiA5OcKwMTAnMTcuOCJX!3b1!8m2!3d19.3691525!4d-99.171602!3m4!1s0x85d1ff96e414d777:0x410a5cf9badc73cc!8m2!3d19.3691688!4d-99.1714731",19.369172757374177,-99.17147167540477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"José María Rico 611 Col del Valle Sur, CP. 03100
Benito Juárez, CDMX.","https://www.google.com/maps/place/Jos%C3%A9+Mar%C3%ADa+Rico+611,+Col+del+Valle+Sur,+Benito+Ju%C3%A1rez,+03100+Ciudad+de+M%C3%A9xico,+CDMX/@19.3668391,-99.170422,46m/data=!3m1!1e3!4m5!3m4!1s0x85d1ff967fa0f27d:0xd3af6ee0723f9299!8m2!3d19.3668009!4d-99.1703683",19.366859015393388,-99.17035962883513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Av. México Coyoacán esquina Bruno Traven, Gral Anaya,  CP. 04100
Coyoacán, CDMX.","https://www.google.com/maps/place/19%C2%B021'32.8%22N+99%C2%B009'47.8%22W/@19.3591344,-99.1633251,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d19.35911!4d-99.1632876",19.35913479503725,-99.16324426250497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Blvd. Adolfo López Mateos 172, Merced Gómez, CP. 03930
Benito Juárez, CDMX","https://www.google.com/maps/place/19%C2%B021'48.7%22N+99%C2%B011'27.1%22W/@19.3636442,-99.1907667,92m/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d19.3635215!4d-99.1908725",19.363643568857746,-99.19082303076378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Eje 5 Sur 24-22, Nápoles, CP. 03840
Benito Juárez, CDMX.","https://www.google.com/maps/place/19%C2%B023'09.5%22N+99%C2%B010'32.8%22W/@19.3859673,-99.1779591,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d19.3859673!4d-99.1757704",19.385967,-99.175770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Anaxágoras 865, Narvarte Poniente CP. 03020
Benito Juárez, CDMX.","https://www.google.com/maps/place/19%C2%B023'07.5%22N+99%C2%B009'30.0%22W/@19.3854125,-99.1605092,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d19.3854125!4d-99.1583205",19.385412,-99.158321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Dr José María Vertiz, Narvarte Poniente, CP. 03020
Benito Juárez, CDMX ","https://www.google.com/maps/place/19%C2%B024'00.1%22N+99%C2%B009'02.3%22W/@19.4000202,-99.1528324,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d19.4000202!4d-99.1506437",19.400020,-99.150644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Eje 1 Pte 810-774, Narvarte Poniente, CP. 03020
Benito Juárez, CDMX.","https://www.google.com/maps/place/19%C2%B023'22.3%22N+99%C2%B009'23.9%22W/@19.3894213,-99.157284,19z/data=!4m5!3m4!1s0x0:0x0!8m2!3d19.3895382!4d-99.1566424",19.389538,-99.156642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Eje Central Lázaro Cárdenas 600-580, Narvarte Poniente, CP. 03400
Benito Juárez, , CDMX.","https://www.google.com/maps/place/19%C2%B023'41.1%22N+99%C2%B008'46.0%22W/@19.3947456,-99.1461727,92m/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d19.3947399!4d-99.1461108",19.394740,-99.146111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Esq. Florida, Holbein, Noche Buena, CP. 03710
Benito Juárez, CDMX.","https://www.google.com/maps/place/Mitel/@19.3822367,-99.1786217,46m/data=!3m1!1e3!4m5!3m4!1s0x85d1ff9d30d9b3d3:0x3ce5b47cd717c018!8m2!3d19.3822422!4d-99.1786645",19.382219310292736,-99.17862240664569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Servicios para reciclar S.A de C.v,"Av. Revolución 730, Nonoalco, CP. 03700
Benito Juárez, CDMX.","https://www.google.com/maps/place/Av.+Revoluci%C3%B3n+730,+Nonoalco,+Benito+Ju%C3%A1rez,+03700+Ciudad+de+M%C3%A9xico,+CDMX/@19.3824862,-99.1867648,3a,75y,79.07h,90t/data=!3m6!1e1!3m4!1sjlxSWwtyNejrWS90TFCDeA!2e0!7i16384!8i8192!4m5!3m4!1s0x85d1ff81ceafa299:0xe900c2e0ea384c2a!8m2!3d19.3825364!4d-99.1866411",19.382494033969525,-99.1868087025045,Lunes a viernes de 08:00 a 06:00 pm y sabados de 8:00 - 02:00 ,55 5598 6010,,,,,,,,,,,Si,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Juan Sánchez Azcona, Piedad Narvarte, CP. 03000
Benito Juárez, CDMX.","https://www.google.com/maps/place/19%C2%B024'05.5%22N+99%C2%B009'35.5%22W/@19.4015492,-99.1598915,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d19.4015195!4d-99.159869",19.401520,-99.159869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Reci-Club,"Casi esquina Correspondencia, Simón Bolívar 146 Local B, Postal, CP. 03410
Benito Juarez, CDMX.","https://www.google.com/maps/place/Reci-CluB/@19.3924874,-99.1443914,15z/data=!4m5!3m4!1s0x0:0xe099b5ce5e7fe73a!8m2!3d19.3924874!4d-99.1443914",19.392489297515457,-99.14439877604764,,557 885 5131,https://www.reciclub.mx/,Reci-Club,recicluber@gmail.com,Cristal,Si,Si,,,,,Si,Si,Abierto y limpio,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Esquina Barranca del Muerto, Sagredo S/N, San José Insurgentes, CP. 03900
Benito Juárez, CDMX.","https://www.google.com/maps/place/19%C2%B021'47.1%22N+99%C2%B011'17.3%22W/@19.3631532,-99.1881648,46m/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d19.3630763!4d-99.1881319",19.363140868417954,-99.18810981315728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Avenida Patriotismo 412, San Pedro de los Pinos, CP. 03800
Benito Juárez, CDMX.","https://www.google.com/maps/place/Modelorama+patriotismo+412/@19.3896805,-99.1823487,3a,75y,217.52h,92.5t/data=!3m8!1e1!3m6!1snc633QjTorhKHP7p2-l-Xg!2e0!3e11!6s%2F%2Fgeo0.ggpht.com%2Fmaps%2Fphotothumb%2Ffd%2Fv1%3Fbpb%3DChEKD3NlYXJjaC5nd3MtcHJvZBIgChIJAwcC2Hv_0YURTTkr070imYwqCg0AAAAAFQAAAAAaBAhWEFY%26gl%3DMX!7i16384!8i8192!4m13!1m7!3m6!1s0x0:0x0!2zMTnCsDIzJzIyLjUiTiA5OcKwMTAnNTYuNCJX!3b1!8m2!3d19.3895947!4d-99.1823313!3m4!1s0x85d1ff7962173d35:0xc8b9904039f5c52a!8m2!3d19.389558!4d-99.182491",19.38954763262031,-99.18245929850012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Av. Félix Cuevas, Tlacoquemecatl del Valle, Benito Juárez, 03200 Ciudad de México, CDMX","https://www.google.com/maps/place/19%C2%B022'23.4%22N+99%C2%B010'34.8%22W/@19.3731653,-99.1785122,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d19.3731653!4d-99.1763235",19.373165,-99.176324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Esquina Mitla, Eugenia, Vertiz Narvarte, CP. 03020
Benito Juárez, CDMX.","https://www.google.com/maps/place/19%C2%B023'03.9%22N+99%C2%B009'02.2%22W/@19.3844088,-99.1528045,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d19.3844088!4d-99.1506158",19.384409,-99.150616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"esquina Eje 2 Poniente (Juan Sánchez Azcona), Xola (Carril Izquierdo) 804, CP. 03100 
 Benito Juárez, CDMX.","https://www.google.com/maps/@19.3960592,-99.1606003,46m/data=!3m1!1e3",19.39613162712027,-99.16045240759384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Biobox Universidad Bisquets,"Av. Universidad 319, Col. Narvarte Poniente, C.P. 03020
Benito Juárez, CDMX.","https://www.google.com/maps/place/Av.+Universidad+319-n%2Fa,+Narvarte+Poniente,+03020+Ciudad+de+M%C3%A9xico,+CDMX/@19.3881289,-99.1538254,3a,75y,90t/data=!3m7!1e1!3m5!1sm9iCp47lh_KGNAQvFiPT2g!2e0!6s%2F%2Fgeo0.ggpht.com%2Fmaps%2Fphotothumb%2Ffd%2Fv1%3Fbpb%3DChEKD3NlYXJjaC5nd3MtcHJvZBJKCjwJraoYAAf_0YURPrKROZWpyxkaKAsQ04W4QhofGh0KFgoUChIJraoYAAf_0YURlvHEF8mUn0ESA24vYQwqCg0AAAAAFQAAAAAaBAhWEFY%26gl%3DMX!7i16384!8i8192!4m5!3m4!1s0x85d1ff070018aaad:0x19cba9953991b23e!8m2!3d19.3883315!4d-99.153984",19.388166892922207,-99.15385692194833,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Centro de Reciclado ,"Av. Coyoacán 333, código 2, Col del Valle Centro, CP. CP. 03100
Benito Juárez, CDMX.","https://www.google.com/maps/place/Centro+de+Reciclado/@19.3937381,-99.1662688,15z/data=!4m13!1m7!3m6!1s0x85d1ff0d2194100d:0x769c3e0a8450c498!2sAv.+Coyoac%C3%A1n+333,+c%C3%B3digo+2,+Col+del+Valle+Nte,+Benito+Ju%C3%A1rez,+03103+Del+Valle+Nte,+CDMX!3b1!8m2!3d19.3937644!4d-99.1664164!3m4!1s0x85d1ff0d1f60f55b:0xf942cc2dcf829290!8m2!3d19.393744!4d-99.16645",19.39376908623604,-99.16639485389426,"Lunes a viernes 09:00 am - 06:00 pm
Sabado  09:00 am - 06:00 pm",55 3016 4099,,,,Si, $	3.00 ,,,,,,Si, $	1.00 ,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Biobox Parque Ortiz Rubio ,"Parque Ortiz Rubio (Gabriel Mancera y Félix Cuevas) n/a, Col. Del Valle Centro, C.P. 03100, Benito Juárez, CDMX","https://www.google.com/maps/place/19%C2%B022'16.4%22N+99%C2%B010'04.7%22W/@19.3710093,-99.1680088,20z/data=!4m5!3m4!1s0x0:0x0!8m2!3d19.3712178!4d-99.1679778",19.371218,-99.167978,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Biobox División del Norte,"Pedro Romero de Terreros, código 2, Col del Valle Nte, CP. 03103.
Benito Juárez, CDMX.","https://www.google.com/maps/place/19%C2%B023'43.3%22N+99%C2%B010'06.8%22W/@19.3955407,-99.1687667,21z/data=!4m5!3m4!1s0x0:0x0!8m2!3d19.39536!4d-99.1685625",19.39535999325781,-99.1685624863206,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Centros de reciclaje Recupera,"Pilares 129, Col del Valle Sur, CP. 03100 
Benito Juárez, CDMX","https://www.google.com/maps/place/Recupera+del+Valle/@19.3785063,-99.1700279,15z/data=!4m12!1m6!3m5!1s0x0:0x806fde0002fb5635!2sRecupera+del+Valle!8m2!3d19.3785063!4d-99.1700279!3m4!1s0x0:0x806fde0002fb5635!8m2!3d19.3785063!4d-99.1700279",19.378627308424754,-99.16988862967361,"Lunes a viernes 09:00 am - 06:00 pm
sabado 09:00 am - 01:00 pm","555 661 1776
555 661 4985",https://www.recuperamexico.com/centros_reciclaje/index.html,Recupera Reciclaje,"m.contreras@recuperamexico.com
cmcbabl@yahoo.com.mx",Si,Si,,,,,,Si,Si,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Biobox Parque de los Venados,"Parque de los Venados (Av. División del Norte) n/a, Col. Letrán Valle, C.P. 03310
Benito Juárez, CDMX","https://www.google.com/maps/place/19%C2%B022'25.5%22N+99%C2%B009'27.1%22W/@19.3737501,-99.1597095,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d19.3737501!4d-99.1575208",19.373750066409816,-99.15752084316568,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,"Se compra periodico, catón, fierro y revistas","Miguel Cabrera 44-45, Mixcoac, CP. 03910 
Benito Juárez, CDMX.","https://www.google.com/maps/place/Centro+de+Acopio+de+material+reciclable/@19.3705755,-99.1900903,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNhBXhILBuXeqqw_o-aB74gKduM-PK5WtS47tp6!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNhBXhILBuXeqqw_o-aB74gKduM-PK5WtS47tp6%3Dw86-h152-k-no!7i2340!8i4160!4m8!1m2!2m1!1scompra+de+latas+en+miguel+hidalgo!3m4!1s0x0:0xa29f478227ede1c1!8m2!3d19.3705776!4d-99.1900903",19.370577414119705,-99.19009175304616,"Lunes a viernes 08:00 am - 06:00 pm
Sabado 08:00 pm - 02:00",,,,,,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Biobox Parque Esparza,"Parque Alfonso Esparza Oteo equina calle Nueva York y Georgia n/a, Col. Nápoles, C.P. 03810
Benito Juárez, CDMX.","https://www.google.com/maps/place/19%C2%B023'21.7%22N+99%C2%B010'35.3%22W/@19.389371,-99.1786646,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMTnCsDIzJzIxLjciTiA5OcKwMTAnMzUuMyJX!3b1!8m2!3d19.389366!4d-99.1764759!3m4!1s0x0:0x0!8m2!3d19.389366!4d-99.1764759",19.38936600807313,-99.17647588919901,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Biobox Antonio y Xola,"Diagonal San Antonio y Xola n/a, Col. Narvarte, C.P. 03020.
Benito Juárez, CDMX","https://www.google.com/maps/place/Plaza+Lori/@19.3957639,-99.1565206,3a,75y,141.65h,90.31t/data=!3m6!1e1!3m4!1sIFc1pyoEkK1KqhVRmohkOQ!2e0!7i16384!8i8192!4m13!1m7!3m6!1s0x0:0x0!2zMTnCsDIzJzQ0LjAiTiA5OcKwMDknMjMuNiJX!3b1!8m2!3d19.3955583!4d-99.1565575!3m4!1s0x85d1ff0560acd177:0x30c8a6e9bdeee5ff!8m2!3d19.395379!4d-99.1563498",19.395558334625974,-99.15655752521826,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Biobox Eugenia - Universidad,"Eugenia 1416 esquina Universidad n/a, Col. Narvarte Poniente, C.P. 03600, 
Benito Juárez, CDMX.","https://www.google.com/maps/place/Eugenia+1416,+Benito+Ju%C3%A1rez,+03020+Ciudad+de+M%C3%A9xico,+CDMX/@19.3849021,-99.1560559,17z/data=!4m8!1m2!2m1!1sEugenia+1416+esquina+Universidad+n%2Fa,+Col.+Narvarte+Poniente,+C.P.+03600,+Benito+Ju%C3%A1rez,+CDMX!3m4!1s0x85d1ffa81d3b7dcd:0xf27890c366e94bee!8m2!3d19.3850051!4d-99.1559293",19.38488692515949,-99.15579837375785,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Biobox Parque Hundido,"Av Porfirio Díaz 369, Noche Buena, CP. 03720 
Benito Juárez, CDMX","https://www.google.com/maps/place/19%C2%B022'47.9%22N+99%C2%B010'37.5%22W/@19.379978,-99.1776263,19z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d19.3799767!4d-99.1770791",19.379976716755554,-99.17707910802316,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Biobox San Antonio,"Av. San Antonio, Nonoalco, CP. 03700
Benito Juárez, CDMX","https://www.google.com/maps/place/BioBox+recicla/@19.3850305,-99.1870134,21z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMTnCsDIzJzA1LjYiTiA5OcKwMTEnMTEuNSJX!3b1!8m2!3d19.3848932!4d-99.1865286!3m4!1s0x85d1ff4cbd15e503:0xd43dbe55d4978934!8m2!3d19.3850064!4d-99.1867288",19.38500484503061,-99.18672370106582,"Lunes a viernes 07:00 am - 09:00 pm
Sabado 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Biobox Mundial y Monterrey ,"C. Juan Sánchez Azcona, Piedad Narvarte, CP. 03000
Benito Juárez, CDMX,","https://www.google.com/maps/place/19%C2%B024'06.2%22N+99%C2%B009'35.8%22W/@19.4015492,-99.1598915,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d19.4017243!4d-99.1599372",19.40172428339737,-99.15993720974815,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Recicla Ortiz,"Filipinas 1226, Portales Nte, CP. 03300
Benito Juárez, CDMX.","https://www.google.com.mx/maps/@19.3577477,-99.1496345,3a,75y,302.47h,82.98t/data=!3m7!1e1!3m5!1siGySjgL-C_I9oOT4E-Xmyg!2e0!6s%2F%2Fgeo0.ggpht.com%2Fcbk%3Fpanoid%3DiGySjgL-C_I9oOT4E-Xmyg%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D8.066122%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",19.357771,-99.149675,"lunes a viernes 09:00 am - 05:30 pm
Sabado de 9:00 a 03:00",55 5539 8964,,,,,,,,,,,Si,SI,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,"Compra de papel, cartón, vidrio, pet, aluminio","Av. Repúblicas 190, Portales Sur, CP. 03300
Benito Juárez, CDMX.","https://www.google.com.mx/maps/place/Nichita/@19.3645795,-99.1539391,3a,75y,138.64h,72.78t/data=!3m6!1e1!3m4!1sitnDWhlRCBNNVij4aKrknA!2e0!7i16384!8i8192!4m8!1m2!2m1!1scompra+de+pet+en+iztapalapa!3m4!1s0x85d1ffb6ff874761:0xd0ae958a1c065ae6!8m2!3d19.3646254!4d-99.1537701",19.364538269893266,-99.15383600729649,"Lunes a viernes de 09:00 a 05:00 pm
Sabado 09:00 - 03:00",,,,,,,,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,ImuRecicla,"Calz. de Tlalpan, Postal, , CP. 03410
Benito Juárez, CDMX.","https://www.google.com/maps/place/19%C2%B023'22.1%22N+99%C2%B008'19.6%22W/@19.3895812,-99.1387722,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d19.3894833!4d-99.1387857",19.389483,-99.138786,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Centros de reciclaje Recupera,"Av. San Antonio 202, Col. San Pedro de los Pinos, Benito Juárez, 03800 CDMX","https://www.google.com.mx/maps/place/Recupera+Centro+de+Reciclaje/@19.3819796,-99.181859,16z/data=!4m8!1m2!2m1!1sCENTROS+DE+RECICLAJE+RECUPERA!3m4!1s0x85d1ff7c4ba04d8b:0xf275b5bd538aeed3!8m2!3d19.3854327!4d-99.1849353",19.385431525155266,-99.1849415324295,"Lunes a viernes 09:00 am - 06:00 pm
sabado 09:00 am - 01:00 pm","555 661 1776
555 661 4985",https://www.recuperamexico.com/centros_reciclaje/index.html,"Recupera Reciclaje
",m.contreras@recuperamexico.com,Si,Si,,,,,,Si,Si,Si,Si, $	0.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Biobox Plaza Universidad,"Av. Universidad y Av. Popocatépetl Col. Santa Cruz Atoyac, C.P. 03310
Benito Juárez, CDMX.","https://www.google.com/maps/place/Citibanamex/@19.3663422,-99.167549,15z/data=!4m13!1m7!3m6!1s0x85d1ffbe02fb6339:0x2be51ca1ff9d6e5f!2sAv.+Universidad+%26+Av.+Popocat%C3%A9petl,+Sta+Cruz+Atoyac,+03310+Ciudad+de+M%C3%A9xico,+CDMX!3b1!8m2!3d19.3663235!4d-99.1675341!3m4!1s0x85d1ffbdc1469165:0xfd6de4226441ed!8m2!3d19.3666086!4d-99.1671918",19.366415606929948,-99.16742022958653,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Benito Juárez,Biobox Tlacoquemecatl,"Calle Tlacoquemecatl 171, Tlacoquemecatl del Valle, CP. 03200
Benito Juárez, CDMX.","https://www.google.com/maps/place/BioBox/@19.3779958,-99.1711542,15z/data=!4m12!1m6!3m5!1s0x0:0x9ac9fa510108c732!2sBioBox!8m2!3d19.3779958!4d-99.1711542!3m4!1s0x0:0x9ac9fa510108c732!8m2!3d19.3779958!4d-99.1711542",19.377992004616843,-99.17113810690574,"Lunes a viernes 07:00 am - 09:00 pm
Sabado y Domingo 07:00 am - 09:00 pm",,,,,Si,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Cuauhtémoc,Alcamare S. de R.L. de C.V.,"Antigua calzada de las granjas 85 E,  Col. Pantaco CP. 02510
Cuauhtémoc, CDMX","https://www.google.com.mx/maps/place/Alcamare+S.+de+R.L.+de+C.V./@19.4886893,-99.1731157,78m/data=!3m1!1e3!4m5!3m4!1s0x85d1f8667505749d:0xc3202fccf9f0529f!8m2!3d19.4886885!4d-99.1730632",19.488658446641878,-99.17303577966474,,"
55 5561 5629
55 2622 9131","alcamare.com
http://reciclemosjuntos.com.mx/plantas",,"contacto@alcamare.com
admun.@alcamare.com", $	7.00 , $	6.20 ,,,,,,,,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Coyoacán,Compra y venta de fierro,"Av. Aztecas 536, Ajusco, Coyoacán, 04300 Ciudad de México, CDMX","https://www.google.com.mx/maps/place/compra+y+venta+de+fierro/@19.3200135,-99.1626534,3a,15y,129.58h,92.97t/data=!3m7!1e1!3m5!1s1ijR8bCNkPzqvIXQx-GsIg!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3D1ijR8bCNkPzqvIXQx-GsIg%26output%3Dthumbnail%26cb_client%3Dsearch.gws-prod.gps%26thumb%3D2%26w%3D86%26h%3D86%26yaw%3D183.79837%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m8!1m2!2m1!1scompra+de+reciclaje!3m4!1s0x0:0xfeb06e0b8b8227!8m2!3d19.3199318!4d-99.1626406",19.319875017010848,-99.16257799325827,,,,,,Si,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Coyoacán,Recicladora Fenix,"Rey Moctezuma MZ106 LT14, Ajusco, CP. 04300
Coyoacán, CDMX","Rey Moctezuma MZ106 LT14, Ajusco, Coyoacán, 04300 Ciudad de México, CDMX",19.327174266063007,-99.15460594605139,"Lunes a viernes 09:00 am - 06:00 pm
sabado  09:00 am - 02:00 pm",55 2280 6198,,,,Si,Si,,,,,,Si,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Coyoacán,Bodegas Barrera,"Rey Moctezuma s/n, Ajusco, CP. 04300
Coyoacán, CDMX","https://www.google.com.mx/maps/place/COMPRA+VENTA+Fierro+y+metales+reciclables/@19.3176588,-99.16543,17z/data=!4m8!1m2!2m1!1scompra+de+reciclables+alvaro+obregon!3m4!1s0x85ce003e5a10e43f:0xb617e9adab3ccd29!8m2!3d19.3177385!4d-99.1653573",19.31775013907412,-99.1652779621908,"Lunes a viernes de 08:30 am - 07:00 pm
Sábado cerrado",55 1091 3017,,,,$5,,,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMX,Coyoacán,Recicladora Paloma,"Rey Tepálcatzin 46A, Ajusco, CP. 04300 
 Coyoacán, CDMX","https://www.google.com/maps/place/Recicladora+Paloma/@19.3211174,-99.1625455,17z/data=!3m1!4b1!4m12!1m6!3m5!1s0x0:0xb4fa9250839e9c32!2sRecicladora+Perkins!8m2!3d19.3145793!4d-99.146483!3m4!1s0x85ce003c0ec7c727:0x5b75ca969021f7a1!8m2!3d19.3211174!4d-99.1625455",19.321020013907365,-99.16249159164882,"Lunes a viernes 09:00 am - 07:00 pm
sabado  09:00 pm - 03:00",,,,,Si,Si,,,,,,Si,Si,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,
